"vin","departed_at","arrived_at","idle_time","departure_coordinates","arrival_coordinates","departure_fuel","arrival_fuel","departure_interior","arrival_interior","trip_id","estimated_distance","estimated_duration","polyline"
"WMEEJ3BA1DK656102",1448403601,1448405101,0,"0101000020E61000008351499D80024440096D3997E2C054C0","0101000020E6100000D044D8F0F402444073637AC212C154C0",78,78,"GOOD","GOOD",16598,"0.5 mi","4 mins","[[[40.0230032,-83.01740250000002],[40.0223415,-83.0172202]],[[40.0223415,-83.0172202],[40.021442,-83.014765]],[[40.021442,-83.014765],[40.02167420000001,-83.0132361]],[[40.02167420000001,-83.0132361],[40.0196163,-83.01268739999999]],[[40.0196163,-83.01268739999999],[40.0193732,-83.0137816]]]"
"WMEEJ3BA1DK655578",1448370301,1448371201,51900,"0101000020E610000030D80DDB16F94340F6402B3064BF54C0","0101000020E6100000FA449E245DFB4340478FDFDBF4BF54C0",12,9,"GOOD","GOOD",16585,"1.8 mi","8 mins","[[[39.9637739,-82.9993188],[39.9638988,-82.998238]],[[39.9638988,-82.998238],[39.9536025,-82.9962426]],[[39.9536025,-82.9962426],[39.95279439999999,-82.9960918]],[[39.95279439999999,-82.9960918],[39.9441892,-82.99444330000001]],[[39.9441892,-82.99444330000001],[39.944567,-82.9900143]],[[39.944567,-82.9900143],[39.9459714,-82.9898936]],[[39.9459714,-82.9898936],[39.9460013,-82.99049079999999]]]"
"WMEEJ3BA1DK655578",1448254201,1448255701,16500,"0101000020E6100000DE76A1B94EFF43400E15E3FC4DBC54C0","0101000020E61000008FC2F5285CFB4340E02D90A0F8BF54C0",21,18,"GOOD","GOOD",16582,"4.6 mi","12 mins","[[[39.9637463,-82.99954919999999],[39.9640844,-82.99650419999999]],[[39.9640844,-82.99650419999999],[39.9720698,-82.9972064]],[[39.9720698,-82.9972064],[39.975704,-82.9947225]],[[39.975704,-82.9947225],[39.9799099,-82.9639387]],[[39.9799099,-82.9639387],[39.98029940000001,-82.9574107]],[[39.98029940000001,-82.9574107],[39.9851228,-82.9558596]],[[39.9851228,-82.9558596],[39.9895203,-82.9433907]],[[39.9895203,-82.9433907],[39.9945216,-82.9413634]],[[39.9945216,-82.9413634],[39.9945671,-82.942262]]]"
"WMEEJ3BA1DK655578",1448389501,1448392201,18300,"0101000020E6100000FA449E245DFB4340478FDFDBF4BF54C0","0101000020E6100000AD6EF59CF4FE4340B2D7BB3FDEC154C0",9,9,"GOOD","GOOD",16586,"3.6 mi","13 mins","[[[39.9918384,-83.0291342],[39.9910355,-83.0291744]],[[39.9910355,-83.0291744],[39.9902047,-83.00609999999999]],[[39.9902047,-83.00609999999999],[39.990185,-83.0018129]],[[39.990185,-83.0018129],[39.9782977,-83.0003601]],[[39.9782977,-83.0003601],[39.966587,-82.998762]],[[39.966587,-82.998762],[39.966283,-83.001429]],[[39.966283,-83.001429],[39.9636442,-83.0009185]],[[39.9636442,-83.0009185],[39.9637739,-82.9993188]]]"
"WMEEJ3BA1DK656102",1448291101,1448292901,900,"0101000020E6100000BC79AA436EFE434035EF384547C254C0","0101000020E6100000B9A5D590B8FF43400CCD751A69C154C0",87,87,"GOOD","GOOD",16592,"2.4 mi","9 mins","[[[39.9978168,-83.02205649999999],[39.9979285,-83.0220937]],[[39.9979285,-83.0220937],[39.9979101,-83.0222733]],[[39.9979101,-83.0222733],[40.00416,-83.01967499999999]],[[40.00416,-83.01967499999999],[40.0033839,-83.0343214]],[[40.0033839,-83.0343214],[39.9883535,-83.0354852]],[[39.9883535,-83.0354852],[39.9883666,-83.0356212]],[[39.9883666,-83.0356212],[39.9877432,-83.03567009999999]]]"
"WMEEJ3BA1DK656102",1448289301,1448290201,2400,"0101000020E6100000B9A5D590B8FF43400CCD751A69C154C0","0101000020E6100000BC79AA436EFE434035EF384547C254C0",87,87,"GOOD","GOOD",16591,"1.6 mi","7 mins","[[[39.9877432,-83.03567009999999],[39.9883666,-83.0356212]],[[39.9883666,-83.0356212],[39.9878823,-83.0255658]],[[39.9878823,-83.0255658],[39.9974807,-83.0266321]],[[39.9974807,-83.0266321],[39.9984368,-83.025768]],[[39.9984368,-83.025768],[39.9976052,-83.0222201]],[[39.9976052,-83.0222201],[39.9979101,-83.0222733]],[[39.9979101,-83.0222733],[39.9979285,-83.0220937]],[[39.9979285,-83.0220937],[39.9978168,-83.02205649999999]]]"
"WMEEJ3BA0EK754538",1448402101,1448403001,2700,"0101000020E61000009B5AB6D617FD43401878EE3D5CC054C0","0101000020E610000097A8DE1AD8FE4340B936548CF3BF54C0",42,42,"GOOD","GOOD",15214,"1.9 mi","7 mins","[[[39.9909721,-82.999299],[39.9944071,-82.99907639999999]],[[39.9944071,-82.99907639999999],[39.9945123,-83.0015103]],[[39.9945123,-83.0015103],[39.9807302,-83.000857]],[[39.9807302,-83.000857],[39.9809141,-83.0042926]],[[39.9809141,-83.0042926],[39.9800963,-83.00414289999999]],[[39.9800963,-83.00414289999999],[39.98015609999999,-83.00572629999999]],[[39.98015609999999,-83.00572629999999],[39.9772368,-83.00515779999999]],[[39.9772368,-83.00515779999999],[39.9772584,-83.0056321]]]"
"WMEEJ3BA0EK754538",1448379901,1448382601,66000,"0101000020E6100000AB21718FA50344401B649291B3C054C0","0101000020E61000004F0647C9AB034440BE13B35E0CC154C0",51,48,"GOOD","GOOD",15212,"0.3 mi","2 mins","[[[40.0287368,-83.01637529999999],[40.0284348,-83.01096439999999]]]"
"WMEEJ3BA0EK754538",1448312701,1448313901,5400,"0101000020E61000004221020EA1064440E561A1D634C154C0","0101000020E6100000AB21718FA50344401B649291B3C054C0",51,51,"UNACCEPTABLE","GOOD",15211,"1.9 mi","7 mins","[[[40.0284348,-83.01096439999999],[40.0286311,-83.0150704]],[[40.0286311,-83.0150704],[40.05145950000001,-83.02010369999999]],[[40.05145950000001,-83.02010369999999],[40.0513957,-83.01929240000001]]]"
"WMEEJ3BA0EK754538",1448388001,1448399401,5400,"0101000020E61000004F0647C9AB034440BE13B35E0CC154C0","0101000020E61000009B5AB6D617FD43401878EE3D5CC054C0",48,42,"GOOD","GOOD",15213,"6.2 mi","12 mins","[[[39.9772584,-83.0056321],[39.9774924,-83.0110967]],[[39.9774924,-83.0110967],[39.9738928,-83.0104467]],[[39.9738928,-83.0104467],[39.9740747,-83.01567229999999]],[[39.9740747,-83.01567229999999],[39.9735543,-83.01638729999999]],[[39.9735543,-83.01638729999999],[39.9741711,-83.0182027]],[[39.9741711,-83.0182027],[40.0236402,-83.03583840000002]],[[40.0236402,-83.03583840000002],[40.0287168,-83.03280819999999]],[[40.0287168,-83.03280819999999],[40.0316923,-83.02122609999999]],[[40.0316923,-83.02122609999999],[40.0289637,-83.02124859999999]],[[40.0289637,-83.02124859999999],[40.0287368,-83.01637529999999]]]"
"WMEEJ3BA1EK750126",1448317501,1448319301,5400,"0101000020E6100000711B0DE02D0044409F02603C83BA54C0","0101000020E6100000ECFA05BB61FF43406DFFCA4A93C054C0",72,69,"GOOD","GOOD",16995,"7.9 mi","14 mins","[[[39.9951732,-83.0090709],[39.9947654,-83.00909829999999]],[[39.9947654,-83.00909829999999],[39.9947563,-83.0089021]],[[39.9947563,-83.0089021],[39.9941565,-83.0089321]],[[39.9941565,-83.0089321],[39.9940977,-83.0068864]],[[39.9940977,-83.0068864],[39.9923247,-83.0065413]],[[39.9923247,-83.0065413],[39.9921015,-83.001673]],[[39.9921015,-83.001673],[39.9782977,-83.0003601]],[[39.9782977,-83.0003601],[39.9760152,-82.99986969999999]],[[39.9760152,-82.99986969999999],[39.9729261,-82.99242869999999]],[[39.9729261,-82.99242869999999],[39.9946343,-82.9335862]],[[39.9946343,-82.9335862],[39.9979658,-82.9264112]],[[39.9979658,-82.9264112],[40.0058581,-82.91253379999999]],[[40.0058581,-82.91253379999999],[40.0013226,-82.9128925]]]"
"WMEEJ3BA1DK656102",1448482801,1448483701,0,"0101000020E6100000E4310395F1FB43401E8A027D22BF54C0","0101000020E610000031EBC5504E0044404087F9F202C054C0",63,60,"GOOD","GOOD",16602,"3.3 mi","6 mins","[[[40.0023742,-83.0001813],[40.002412,-83.0009767]],[[40.002412,-83.0009767],[40.0014353,-83.00104379999999]],[[40.0014353,-83.00104379999999],[40.00076990000001,-82.98542499999999]],[[40.00076990000001,-82.98542499999999],[39.9759711,-82.9834726]],[[39.9759711,-82.9834726],[39.9685198,-82.9843336]],[[39.9685198,-82.9843336],[39.9682501,-82.98646029999999]]]"
"WMEEJ3BA1DK658996",1448252401,1448254201,6300,"0101000020E6100000FA27B858510344400CC85EEFFEC054C0","0101000020E61000001BBB44F5D60044402592E86514C154C0",30,30,"GOOD","GOOD",16612,"2.3 mi","8 mins","[[[40.00655829999999,-83.0168183],[40.0063064,-83.016832]],[[40.0063064,-83.016832],[40.0065756,-83.02302929999999]],[[40.0065756,-83.02302929999999],[40.0158365,-83.022741]],[[40.0158365,-83.022741],[40.0167149,-83.01192560000001]],[[40.0167149,-83.01192560000001],[40.02579160000001,-83.0143234]],[[40.02579160000001,-83.0143234],[40.0259155,-83.01556029999999]]]"
"WMEEJ3BA1DK658996",1448334001,1448335501,14100,"0101000020E6100000D1CB28965B064440B4024356B7BA54C0","0101000020E61000007B14AE47E1024440704221020EC154C0",24,24,"GOOD","GOOD",16616,"7.2 mi","20 mins","[[[40.0224416,-83.0164693],[40.021442,-83.014765]],[[40.021442,-83.014765],[40.02167420000001,-83.0132361]],[[40.02167420000001,-83.0132361],[40.0240725,-83.0138688]],[[40.0240725,-83.0138688],[40.0226923,-82.9634701]],[[40.0226923,-82.9634701],[40.0372181,-82.95285210000002]],[[40.0372181,-82.95285210000002],[40.0343649,-82.9327302]],[[40.0343649,-82.9327302],[40.0499383,-82.9288871]],[[40.0499383,-82.9288871],[40.0482295,-82.9176442]],[[40.0482295,-82.9176442],[40.0495714,-82.9176475]],[[40.0495714,-82.9176475],[40.0495905,-82.9173751]],[[40.0495905,-82.9173751],[40.0496633,-82.9173642]]]"
"WMEEJ3BA1DK660473",1448294701,1448295301,49800,"0101000020E61000009E7B0F971C0344401CCEFC6A0EC254C0","0101000020E61000008D45D3D9C90044405EF415A419C154C0",100,100,"GOOD","GOOD",16633,"1.9 mi","7 mins","[[[40.0061137,-83.0171988],[40.005876,-83.01895859999999]],[[40.005876,-83.01895859999999],[40.00596729999999,-83.01918069999999]],[[40.00596729999999,-83.01918069999999],[40.0064076,-83.0191451]],[[40.0064076,-83.0191451],[40.0065756,-83.02302929999999]],[[40.0065756,-83.02302929999999],[40.0241027,-83.0259258]],[[40.0241027,-83.0259258],[40.0243538,-83.032127]]]"
"WMEEJ3BA1DK658996",1448291701,1448294401,37500,"0101000020E61000001BBB44F5D60044402592E86514C154C0","0101000020E61000000B410E4A98094440FFEC478AC8C454C0",30,30,"GOOD","UNACCEPTABLE",16613,"8.1 mi","16 mins","[[[40.074968,-83.07473949999999],[40.0749602,-83.0745031]],[[40.0749602,-83.0745031],[40.0748316,-83.0744967]],[[40.0748316,-83.0744967],[40.0747285,-83.0745373]],[[40.0747285,-83.0745373],[40.073039,-83.07561240000001]],[[40.073039,-83.07561240000001],[40.0719932,-83.05592419999999]],[[40.0719932,-83.05592419999999],[40.0637528,-83.05694369999999]],[[40.0637528,-83.05694369999999],[40.0630037,-83.0361349]],[[40.0630037,-83.0361349],[40.0109094,-83.03192]],[[40.0109094,-83.03192],[40.0064862,-83.0313797]],[[40.0064862,-83.0313797],[40.0063064,-83.016832]],[[40.0063064,-83.016832],[40.00655829999999,-83.0168183]]]"
"WMEEJ3BA1DK658996",1448312402,1448313901,18001,"0101000020E61000000B410E4A98094440FFEC478AC8C454C0","0101000020E610000045F0BF95EC004440C68A1A4CC3C054C0",30,27,"UNACCEPTABLE","UNACCEPTABLE",16614,"8.5 mi","17 mins","[[[40.0071642,-83.0119242],[40.0072687,-83.0140797]],[[40.0072687,-83.0140797],[40.0062042,-83.01432830000002]],[[40.0062042,-83.01432830000002],[40.0064491,-83.0298988]],[[40.0064491,-83.0298988],[40.05681000000001,-83.0306688]],[[40.05681000000001,-83.0306688],[40.0630408,-83.0309043]],[[40.0630408,-83.0309043],[40.0637528,-83.05694369999999]],[[40.0637528,-83.05694369999999],[40.0719932,-83.05592419999999]],[[40.0719932,-83.05592419999999],[40.073039,-83.07561240000001]],[[40.073039,-83.07561240000001],[40.0746267,-83.07550429999999]],[[40.0746267,-83.07550429999999],[40.0747285,-83.0745373]],[[40.0747285,-83.0745373],[40.0749602,-83.0745031]],[[40.0749602,-83.0745031],[40.074968,-83.07473949999999]]]"
"WMEEJ3BA1DK684045",1448398201,1448399101,22800,"0101000020E610000024287E8CB9FF4340802BD9B111C254C0","0101000020E61000000490DAC4C9FD434024B4E55C8AC154C0",81,81,"GOOD","GOOD",16650,"1.5 mi","5 mins","[[[39.9834668,-83.02431709999999],[39.9841705,-83.0243193]],[[39.9841705,-83.0243193],[39.9840955,-83.02259889999999]],[[39.9840955,-83.02259889999999],[39.9974807,-83.0266321]],[[39.9974807,-83.0266321],[39.9976918,-83.03239479999999]],[[39.9976918,-83.03239479999999],[39.9978583,-83.03238449999999]]]"
"WMEEJ3BA1DK684272",1448287501,1448288701,49800,"0101000020E610000034BF9A0304034440234A7B832FC254C0","0101000020E610000078B471C45A0044400586AC6EF5C054C0",18,18,"GOOD","GOOD",16652,"2.7 mi","11 mins","[[[40.0027459,-83.01497549999999],[40.0026416,-83.0155576]],[[40.0026416,-83.0155576],[40.0007662,-83.0153701]],[[40.0007662,-83.0153701],[40.000575,-83.01788499999999]],[[40.000575,-83.01788499999999],[40.0063064,-83.016832]],[[40.0063064,-83.016832],[40.0065756,-83.02302929999999]],[[40.0065756,-83.02302929999999],[40.0229651,-83.02555219999999]],[[40.0229651,-83.02555219999999],[40.02355319999999,-83.0341505]]]"
"WMEEJ3BA1DK658996",1448317501,1448319901,3600,"0101000020E610000045F0BF95EC004440C68A1A4CC3C054C0","0101000020E6100000D1CB28965B064440B4024356B7BA54C0",27,24,"UNACCEPTABLE","GOOD",16615,"12.7 mi","22 mins","[[[40.0496633,-82.9173642],[40.0495905,-82.9173751]],[[40.0495905,-82.9173751],[40.0495714,-82.9176475]],[[40.0495714,-82.9176475],[40.0483691,-82.91760219999999]],[[40.0483691,-82.91760219999999],[40.0480169,-82.906469]],[[40.0480169,-82.906469],[40.0337191,-82.9034468]],[[40.0337191,-82.9034468],[40.0195812,-82.9044086]],[[40.0195812,-82.9044086],[40.0092366,-82.910099]],[[40.0092366,-82.910099],[40.0037067,-82.9196486]],[[40.0037067,-82.9196486],[39.97860319999999,-82.97600829999999]],[[39.97860319999999,-82.97600829999999],[39.9861495,-82.9851991]],[[39.9861495,-82.9851991],[40.0121052,-82.9916216]],[[40.0121052,-82.9916216],[40.0143711,-82.9932725]],[[40.0143711,-82.9932725],[40.015272,-83.0021944]],[[40.015272,-83.0021944],[40.0144564,-83.01132899999999]],[[40.0144564,-83.01132899999999],[40.00705019999999,-83.0094103]],[[40.00705019999999,-83.0094103],[40.0071642,-83.0119242]]]"
"WMEEJ3BA1DK684272",1448312402,1448315701,2701,"0101000020E6100000CEA5B8AAEC034440A54E401361C154C0","0101000020E61000008D45D3D9C90044405EF415A419C154C0",15,100,"GOOD","GOOD",16656,"3.2 mi","7 mins","[[[40.0061137,-83.0171988],[40.005876,-83.01895859999999]],[[40.005876,-83.01895859999999],[40.00596729999999,-83.01918069999999]],[[40.00596729999999,-83.01918069999999],[40.0064076,-83.0191451]],[[40.0064076,-83.0191451],[40.0064491,-83.0298988]],[[40.0064491,-83.0298988],[40.0236402,-83.03583840000002]],[[40.0236402,-83.03583840000002],[40.0287168,-83.03280819999999]],[[40.0287168,-83.03280819999999],[40.0316923,-83.02122609999999]],[[40.0316923,-83.02122609999999],[40.0306618,-83.0212653]],[[40.0306618,-83.0212653],[40.0306707,-83.0215494]]]"
"WMEEJ3BA1EK750126",1448481601,1448487301,900,"0101000020E6100000EDF5EE8FF7FA434045F0BF95ECBE54C0","0101000020E6100000F41ABB44F5FA43408CB96B09F9BE54C0",57,54,"GOOD","GOOD",17006,"217 ft","1 min","[[[39.9606648,-82.9839598],[39.9607274,-82.98319169999999]]]"
"WMEEJ3BA1DK684272",1448308801,1448309701,0,"0101000020E6100000EBE2361AC0FF4340DB8AFD65F7C054C0","0101000020E6100000CEA5B8AAEC034440A54E401361C154C0",15,15,"GOOD","GOOD",16655,"4.3 mi","10 mins","[[[40.0306707,-83.0215494],[40.0306618,-83.0212653]],[[40.0306618,-83.0212653],[40.0316923,-83.02122609999999]],[[40.0316923,-83.02122609999999],[40.0309295,-83.030092]],[[40.0309295,-83.030092],[40.0313094,-83.0308196]],[[40.0313094,-83.0308196],[40.0319566,-83.0311309]],[[40.0319566,-83.0311309],[40.0006296,-83.0299124]],[[40.0006296,-83.0299124],[39.9977724,-83.02798130000001]],[[39.9977724,-83.02798130000001],[39.9973749,-83.0266374]],[[39.9973749,-83.0266374],[39.9984368,-83.025768]],[[39.9984368,-83.025768],[39.9974879,-83.01507819999999]],[[39.9974879,-83.01507819999999],[39.9980386,-83.0151825]]]"
"WMEEJ3BA1DK660473",1448296801,1448298601,1500,"0101000020E61000008D45D3D9C90044405EF415A419C154C0","0101000020E6100000CD58349D9D0044407D3F355EBAC154C0",100,100,"GOOD","GOOD",16634,"0.7 mi","4 mins","[[[40.0048764,-83.0269938],[40.0048175,-83.0258301]],[[40.0048175,-83.0258301],[40.004408,-83.025847]],[[40.004408,-83.025847],[40.00412,-83.01740579999999]],[[40.00412,-83.01740579999999],[40.0056725,-83.0168542]],[[40.0056725,-83.0168542],[40.0056849,-83.0171722]],[[40.0056849,-83.0171722],[40.0061137,-83.0171988]]]"
"WMEEJ3BA1EK750126",1448301301,1448307001,6600,"0101000020E6100000E71890BDDEF943407958A835CDBF54C0","0101000020E6100000D2A92B9FE5F94340191C25AFCEBF54C0",84,78,"GOOD","GOOD",16993,"79 ft","1 min","[[[39.95232379999999,-82.9969526],[39.9521084,-82.9969158]]]"
"WMEEJ3BA1DK660473",1448303701,1448304601,5100,"0101000020E6100000CD58349D9D0044407D3F355EBAC154C0","0101000020E6100000A94D9CDCEF0044401E335019FFC054C0",100,100,"GOOD","GOOD",16635,"0.9 mi","5 mins","[[[40.0073366,-83.0155687],[40.0073829,-83.0167652]],[[40.0073829,-83.0167652],[40.0063064,-83.016832]],[[40.0063064,-83.016832],[40.0065446,-83.0277323]],[[40.0065446,-83.0277323],[40.0049259,-83.0279146]],[[40.0049259,-83.0279146],[40.0048764,-83.0269938]]]"
"WMEEJ3BA1EK750126",1448310901,1448312101,3900,"0101000020E6100000D2A92B9FE5F94340191C25AFCEBF54C0","0101000020E6100000711B0DE02D0044409F02603C83BA54C0",78,72,"GOOD","GOOD",16994,"7.2 mi","12 mins","[[[40.0013226,-82.9128925],[40.0000108,-82.9130153]],[[40.0000108,-82.9130153],[40.0001001,-82.9146808]],[[40.0001001,-82.9146808],[40.0021092,-82.9228567]],[[40.0021092,-82.9228567],[39.976975,-82.9931826]],[[39.976975,-82.9931826],[39.9536025,-82.9962426]],[[39.9536025,-82.9962426],[39.95279439999999,-82.9960918]],[[39.95279439999999,-82.9960918],[39.95201429999999,-82.99593999999999]],[[39.95201429999999,-82.99593999999999],[39.9518852,-82.9968777]],[[39.9518852,-82.9968777],[39.95232379999999,-82.9969526]]]"
"WMEEJ3BA1EK733164",1448390401,1448391601,300,"0101000020E6100000C898BB9690FB4340F7E978CC40BF54C0","0101000020E610000014D044D8F0FC4340C72E51BD35C054C0",48,45,"GOOD","GOOD",16861,"1.8 mi","8 mins","[[[39.9760954,-83.00331949999999],[39.9779129,-83.0036867]],[[39.9779129,-83.0036867],[39.9782977,-83.0003601]],[[39.9782977,-83.0003601],[39.9652471,-82.998498]],[[39.9652471,-82.998498],[39.9663924,-82.9888167]],[[39.9663924,-82.9888167],[39.9653346,-82.98874049999999]],[[39.9653346,-82.98874049999999],[39.9653798,-82.9883356]]]"
"WMEEJ3BA1EK750126",1448293801,1448294701,56100,"0101000020E61000000AD7A3703D0244404434BA83D8BF54C0","0101000020E6100000E71890BDDEF943407958A835CDBF54C0",90,84,"GOOD","GOOD",16992,"5.8 mi","10 mins","[[[39.9521084,-82.9969158],[39.9528319,-82.99703939999999]],[[39.9528319,-82.99703939999999],[39.9527435,-82.9949056]],[[39.9527435,-82.9949056],[39.9529972,-82.9943943]],[[39.9529972,-82.9943943],[39.9539554,-82.99459929999999]],[[39.9539554,-82.99459929999999],[39.9537851,-82.9962759]],[[39.9537851,-82.9962759],[39.9536025,-82.9962426]],[[39.9536025,-82.9962426],[39.9539623,-82.9897222]],[[39.9539623,-82.9897222],[39.9589885,-82.98253419999999]],[[39.9589885,-82.98253419999999],[39.9628224,-82.9826626]],[[39.9628224,-82.9826626],[40.0121052,-82.9916216]],[[40.0121052,-82.9916216],[40.0143711,-82.9932725]],[[40.0143711,-82.9932725],[40.0150476,-82.9976565]],[[40.0150476,-82.9976565],[40.0174973,-82.9975011]]]"
"WMEEJ3BA1DK684692",1448373301,1448374201,3300,"0101000020E6100000158C4AEA04FC43404BB0389CF9BD54C0","0101000020E61000009FCDAACFD5FA4340E8DEC325C7BF54C0",54,54,"GOOD","GOOD",16660,"1.9 mi","7 mins","[[[39.9596443,-82.99652050000002],[39.959883,-82.996585]],[[39.959883,-82.996585],[39.9599774,-82.9957032]],[[39.9599774,-82.9957032],[39.96272099999999,-82.996245]],[[39.96272099999999,-82.996245],[39.9655374,-82.9714436]],[[39.9655374,-82.9714436],[39.9683678,-82.9712492]],[[39.9683678,-82.9712492],[39.9687071,-82.9683778]],[[39.9687071,-82.9683778],[39.9689002,-82.9683658]]]"
"WMEEJ3BA1DK658917",1448323501,1448324401,12600,"0101000020E61000003F8C101E6DFC43404A41B79734C054C0","0101000020E6100000A2B437F8C2FC43406A300DC347C254C0",100,100,"GOOD","GOOD",16607,"1.8 mi","7 mins","[[[39.9746387,-83.0356328],[39.9735543,-83.01638729999999]],[[39.9735543,-83.01638729999999],[39.9715239,-83.0030879]],[[39.9715239,-83.0030879],[39.9720789,-83.00321799999999]]]"
"WMEEJ3BA1EK733164",1448363401,1448365501,13500,"0101000020E6100000BFD4CF9B8A00444079758E01D9BF54C0","0101000020E6100000BBF2599E07FB4340DAACFA5C6DBF54C0",51,48,"GOOD","GOOD",16858,"3.3 mi","10 mins","[[[39.9612001,-82.991056],[39.9606443,-82.995832]],[[39.9606443,-82.995832],[40.0042495,-82.9984169]],[[40.0042495,-82.9984169],[40.0042274,-82.99762009999999]]]"
"WMEEJ3BA1EK750126",1448479801,1448480701,300,"0101000020E6100000C45A7C0A80F94340B56CAD2F12C054C0","0101000020E6100000EDF5EE8FF7FA434045F0BF95ECBE54C0",57,57,"GOOD","GOOD",17005,"1.8 mi","8 mins","[[[39.9607274,-82.98319169999999],[39.9607323,-82.9829561]],[[39.9607323,-82.9829561],[39.9579695,-82.9834886]],[[39.9579695,-82.9834886],[39.957724,-82.9858972]],[[39.957724,-82.9858972],[39.956352,-82.98564429999999]],[[39.956352,-82.98564429999999],[39.95553719999999,-82.99290049999999]],[[39.95553719999999,-82.99290049999999],[39.95512,-82.99653699999999]],[[39.95512,-82.99653699999999],[39.9537851,-82.9962759]],[[39.9537851,-82.9962759],[39.9534661,-82.998944]],[[39.9534661,-82.998944],[39.9491073,-82.9980939]],[[39.9491073,-82.9980939],[39.9487144,-83.00129009999999]],[[39.9487144,-83.00129009999999],[39.9492183,-83.00135000000002]]]"
"WMEEJ3BA1DK684692",1448452501,1448453701,78300,"0101000020E61000009FCDAACFD5FA4340E8DEC325C7BF54C0","0101000020E6100000D7868A71FE0244409E077767EDC054C0",54,51,"GOOD","GOOD",16661,"6.1 mi","12 mins","[[[40.02338049999999,-83.0144925],[40.0233228,-83.013673]],[[40.0233228,-83.013673],[40.0240725,-83.0138688]],[[40.0240725,-83.0138688],[40.0241402,-82.9955399]],[[40.0241402,-82.9955399],[40.02336500000001,-82.995626]],[[40.02336500000001,-82.995626],[40.0210847,-82.9952172]],[[40.0210847,-82.9952172],[39.9855249,-82.9852616]],[[39.9855249,-82.9852616],[39.9789622,-82.9893049]],[[39.9789622,-82.9893049],[39.976975,-82.9931826]],[[39.976975,-82.9931826],[39.9604655,-82.997553]],[[39.9604655,-82.997553],[39.9605636,-82.9966958]],[[39.9605636,-82.9966958],[39.9596443,-82.99652050000002]]]"
"WMEEJ3BA1EK733164",1448349001,1448349901,0,"0101000020E61000008C4AEA0434FD434075594C6C3EC054C0","0101000020E6100000BFD4CF9B8A00444079758E01D9BF54C0",51,51,"GOOD","GOOD",16857,"2.2 mi","8 mins","[[[40.0042274,-82.99762009999999],[40.0043419,-83.00085]],[[40.0043419,-83.00085],[39.9807302,-83.000857]],[[39.9807302,-83.000857],[39.9809141,-83.0042926]],[[39.9809141,-83.0042926],[39.9781589,-83.00374]]]"
"WMEEJ3BA1DK684692",1448369401,1448370001,131700,"0101000020E6100000FCA9F1D24DFA434040DEAB5626BE54C0","0101000020E6100000158C4AEA04FC43404BB0389CF9BD54C0",57,54,"GOOD","GOOD",16659,"1.2 mi","6 mins","[[[39.9689002,-82.9683658],[39.9692622,-82.9683357]],[[39.9692622,-82.9683357],[39.96940350000001,-82.9671544]],[[39.96940350000001,-82.9671544],[39.9688563,-82.9670325]],[[39.9688563,-82.9670325],[39.9685188,-82.9699842]],[[39.9685188,-82.9699842],[39.9554978,-82.97103849999999]]]"
"WMEEJ3BA1EK733164",1448283301,1448286301,45600,"0101000020E6100000CA15DEE522FA434060EAE74D45C054C0","0101000020E6100000C7293A92CBF74340E8305F5E80BF54C0",57,54,"GOOD","GOOD",16853,"1.8 mi","7 mins","[[[39.9358767,-82.9922113],[39.93586930000001,-82.9919781]],[[39.93586930000001,-82.9919781],[39.9366965,-82.99192970000001]],[[39.9366965,-82.99192970000001],[39.9368561,-82.99607139999999]],[[39.9368561,-82.99607139999999],[39.9548069,-82.99920589999999]],[[39.9548069,-82.99920589999999],[39.9542338,-83.0042378]]]"
"WMEEJ3BA1DK684692",1448464801,1448467501,11100,"0101000020E6100000D7868A71FE0244409E077767EDC054C0","0101000020E6100000D1CB28965B064440B4024356B7BA54C0",51,51,"GOOD","GOOD",16662,"6.9 mi","20 mins","[[[40.0496633,-82.9173642],[40.0495905,-82.9173751]],[[40.0495905,-82.9173751],[40.0495714,-82.9176475]],[[40.0495714,-82.9176475],[40.0483691,-82.91760219999999]],[[40.0483691,-82.91760219999999],[40.0499383,-82.9288871]],[[40.0499383,-82.9288871],[40.0269651,-82.9334945]],[[40.0269651,-82.9334945],[40.0272874,-82.9595301]],[[40.0272874,-82.9595301],[40.0226923,-82.9634701]],[[40.0226923,-82.9634701],[40.0240725,-83.0138688]],[[40.0240725,-83.0138688],[40.0233228,-83.013673]],[[40.0233228,-83.013673],[40.02338049999999,-83.0144925]]]"
"WMEEJ3BA1EK733164",1448400601,1448402701,8400,"0101000020E61000001349F4328AFD434012C2A38D23C054C0","0101000020E6100000711B0DE02D0044409F02603C83BA54C0",45,45,"GOOD","GOOD",16863,"6.0 mi","8 mins","[[[40.0013226,-82.9128925],[40.0000108,-82.9130153]],[[40.0000108,-82.9130153],[40.0001001,-82.9146808]],[[40.0001001,-82.9146808],[40.0021092,-82.9228567]],[[40.0021092,-82.9228567],[39.9763682,-82.99440299999999]],[[39.9763682,-82.99440299999999],[39.9786778,-82.9979563]],[[39.9786778,-82.9979563],[39.9806579,-82.9983479]],[[39.9806579,-82.9983479],[39.9808134,-83.002167]]]"
