"Yellow Taxi",,1453218816,1453219363,"0101000020E6100000FF2E22403C7D52C078DBE09FAD644440","0101000020E6100000CFA3E2FF8E7D52C0BCB8E8BF62624440"
"Yellow Taxi",,1451851163,1451851587,"0101000020E6100000D32B0A606F7E52C07EDC2340F2614440","0101000020E610000022252CE0D47D52C0E35FBAFF7E614440"
"Yellow Taxi",,1452797264,1452797690,"0101000020E610000075FBF6BFED8052C09BA50980965B4440","0101000020E610000061D2CE1F898052C07DCAD69F695E4440"
"Yellow Taxi",,1451617885,1451618516,"0101000020E61000007D9EF5DF397E52C067D65240DA604440","0101000020E61000000EFC0340F07C52C0B1DD3D40F7624440"
"Yellow Taxi",,1453365661,1453367608,"0101000020E6100000179F0260BC7752C0FCE1E7BF07634440","0101000020E6100000ECD6D75F1B7A52C06D9626005A574440"
"Yellow Taxi",,1454192379,1454192994,"0101000020E6100000B66224204B7F52C01D5FD61FBC5B4440","0101000020E61000004264ECDF507F52C012ADCBDF735D4440"
"Yellow Taxi",,1454181426,1454183239,"0101000020E61000007C6308000E7E52C0D887500020664440","0101000020E610000047BDF1FFF47E52C0B2D7BB3FDE604440"
"Yellow Taxi",,1452711097,1452711410,"0101000020E61000005314F93FD17E52C0006A0F20E8624440","0101000020E61000002013DF3FCC7D52C08AF2BB9F09624440"
"Yellow Taxi",,1453404137,1453404787,"0101000020E61000006D962600DA7F52C015B9967FE35C4440","0101000020E6100000C66D3480378052C0BBE70A009F5E4440"
"Yellow Taxi",,1453416093,1453416258,"0101000020E6100000E3CC0AA0737D52C0AF61E17F86614440","0101000020E610000014BCD7FFEF7C52C090604FE042634440"
"Yellow Taxi",,1452719841,1452720607,"0101000020E6100000E88F1FE07F7D52C0AEBCE47FF2634440","0101000020E61000007916CE7F597F52C01146FD3F98614440"
"Yellow Taxi",,1452285333,1452285869,"0101000020E61000004F8CD1DF707F52C0A6C123E0C6604440","0101000020E6100000B5BAE69F2A7F52C05DF86640625F4440"
"Yellow Taxi",,1452698578,1452699531,"0101000020E610000002A5FCFF137D52C03BD0F9DF00644440","0101000020E6100000849CF7FF717D52C03748D27F20624440"
"Yellow Taxi",,1451951412,1451951579,"0101000020E61000003BD0F9DF007D52C028525040C9634440","0101000020E610000094D3E81F8E7C52C038AFA01FFC634440"
"Yellow Taxi",,1454161020,1454161350,"0101000020E6100000704A2F20EA7C52C095E535C016644440","0101000020E61000000CEDF71F747C52C03CA41820D1644440"
"Yellow Taxi",,1452793043,1452793844,"0101000020E61000004C42D8DF487F52C0264344204D5E4440","0101000020E61000008C6BD7DF6D7E52C04B71FA1F05614440"
"Yellow Taxi",,1452250578,1452251174,"0101000020E6100000F33EE99F3B7E52C0645D370076604440","0101000020E6100000FCE1E7BF077F52C00727A25F5B604440"
"Yellow Taxi",,1453327296,1453328000,"0101000020E6100000680EFF9FF97752C07D7555A016634440","0101000020E610000018DAEF3FE87B52C0875341A08E604440"
"Yellow Taxi",,1452598282,1452598842,"0101000020E6100000EB6F09C0BF7D52C04615B47F54654440","0101000020E6100000C24F1C40BF7D52C0C94D1E60F7624440"
"Yellow Taxi",,1452806412,1452806890,"0101000020E6100000756506E0D57F52C087A8C29FE1604440","0101000020E61000001BBAD91FA87E52C01E0714A05C604440"
"Yellow Taxi",,1452669357,1452669662,"0101000020E61000002E0FE37F3C7F52C0A06B5F402F5F4440","0101000020E6100000E2F8EB5FA37E52C01706D1FF17604440"
"Yellow Taxi",,1452105246,1452106179,"0101000020E6100000C7D40220937E52C0908C30A072614440","0101000020E61000005F97E13F5D7D52C03FADA23F34624440"
"Yellow Taxi",,1452708757,1452709266,"0101000020E6100000A4B217C0CA7C52C08BC3995FCD624440","0101000020E6100000631F09A0BD7D52C06A8A5B60EA624440"
"Yellow Taxi",,1452906267,1452906880,"0101000020E6100000CC9717601F7E52C03F5B62C0ED604440","0101000020E61000007B922A40CA7E52C0CFA3E2FF8E5E4440"
"Yellow Taxi",,1451674438,1451674964,"0101000020E6100000662BD43F2D7F52C093020B60CA604440","0101000020E6100000E1911DC0477E52C093D96A20A7604440"
"Yellow Taxi",,1451813106,1451813572,"0101000020E610000038EDCE7F347D52C0C600E4DFC2624440","0101000020E6100000CB85CABF967E52C04750A15F005F4440"
"Yellow Taxi",,1452274417,1452275456,"0101000020E610000055B9F53FE57D52C077483140A2614440","0101000020E61000000839EFFF637E52C0A6C46460D3644440"
"Yellow Taxi",,1451763262,1451764046,"0101000020E61000006ED113E0857E52C0423B4CA02D614440","0101000020E6100000CD68F51F637F52C081BC0D2032604440"
"Yellow Taxi",,1453147164,1453147456,"0101000020E6100000041E1840F87D52C07009C03FA5604440","0101000020E6100000FB7A19202C7D52C001D41E40D0614440"
"Yellow Taxi",,1452289306,1452289536,"0101000020E610000063E1DA3F057D52C0978A32C0AA634440","0101000020E61000001146FD3F187D52C0006A0F20E8644440"
"Yellow Taxi",,1452457949,1452459260,"0101000020E61000006BF12900C67E52C005ECB47FAF5F4440","0101000020E61000007F1711201E7152C04E9253E0095C4440"
"Yellow Taxi",,1452857912,1452858242,"0101000020E61000009787F13F1E7D52C0ADBF2500FF644440","0101000020E6100000B2AE1B003B7D52C02DD736209D634440"
"Yellow Taxi",,1452975563,1452976279,"0101000020E610000010751F80D47E52C0898BEDFF2D5F4440","0101000020E61000000B1C1A60308052C0711E4E603A5F4440"
